id_aset_lama,nama_aset_lama,kategori,tipe,id_aset_baru,tanggal_penggantian,alasan_penggantian,biaya_penggantian
50171,TRA-ZZ9T-50171,Electrical,Trafo IT UPS,75141,2023-10-23,Tidak ada spare part,63040000
6036,LG-K0BO-6036,Mechanical,AC Split,71128,2024-10-23,Upgrade kapasitas,34910000
49612,BOS-IFO1-49612,Security Sistem,Kamera CCTV,50223,2024-10-23,Tidak ada spare part,12500000
46592,HIK-0PB0-46592,Security Sistem,Kamera CCTV,86769,2025-10-23,Kerusakan fatal tidak ekonomis diperbaiki,87000000
7285,GRE-UAXI-7285,Mechanical,AC Split,66102,2023-11-23,Kerusakan fatal tidak ekonomis diperbaiki,16510000
40205,LAM-3WLX-40205,Electrical,Lampu LED Bulb,68637,2024-11-23,Kontrak maintenance habis,65160000
36847,PLA-2985-36847,Arsitektur,Plafon Gypsum / GRC,59419,2024-11-23,Usia pakai habis,87680000
40630,MEJ-TR51-40630,Arsitektur,Meja kerja,72809,2024-11-23,Kerusakan fatal tidak ekonomis diperbaiki,70600000
28371,LAM-26M8-28371,Electrical,Lampu TL,57995,2025-11-23,Tidak ada spare part,86930000
36470,APA-MH2H-36470,Sistem Pemadam Kebakaran,APAR Dry Powder Stored Pressure,64588,2021-12-23,Kontrak maintenance habis,28490000
41567,BOS-WTOK-41567,Security Sistem,Kamera CCTV,86303,2024-12-23,Sudah obsolete,93280000
55768,PAV-OV3E-55768,Arsitektur,Paving Block,66699,2024-12-23,Standar keamanan baru,60880000
47281,LAM-K5EU-47281,Electrical,Lampu Downlight,99081,2025-12-23,Standar keamanan baru,9950000
45075,TOT-PLGO-45075,Plumbing,Wastafel,77644,2025-12-23,Efisiensi energi,51490000
35102,HOS-AY47-35102,Sistem Pemadam Kebakaran,Hose Coupling,72748,2019-01-24,Upgrade kapasitas,49030000
59019,LAM-CLXN-59019,Electrical,Lampu TL LED,73101,2023-01-24,Kontrak maintenance habis,79090000
40258,LAM-OVTS-40258,Electrical,Lampu Downlight,90874,2023-01-24,Kontrak maintenance habis,48320000
49657,ACC-6XZ5-49657,Security Sistem,Access Control ,50376,2023-01-24,Upgrade kapasitas,7750000
15440,DAH-XOJD-15440,Security Sistem,Kamera CCTV,60045,2024-01-24,Efisiensi energi,90610000
29611,SHA-NTPY-29611,Mechanical,AC Split,50869,2024-01-24,Efisiensi energi,33310000
44683,PAG-SQ3G-44683,Arsitektur,Pagar Besi,68230,2024-01-24,Sudah obsolete,57280000
23260,KLO-O6NB-23260,Plumbing,Kloset,81085,2024-01-24,Kontrak maintenance habis,36890000
32580,LAM-T91D-32580,Electrical,Lampu T5,87624,2020-02-24,Sudah obsolete,70590000
53125,APA-BDTL-53125,Sistem Pemadam Kebakaran,APAR Dry Powder Cartridge,62540,2022-02-24,Kerusakan fatal tidak ekonomis diperbaiki,90470000
54235,LAN-Q6B2-54235,Civil,Lantai Beton,88885,2022-02-24,Efisiensi energi,51850000
36826,DAI-DU0L-36826,Mechanical,AC Split,71288,2023-02-24,Standar keamanan baru,84940000
56003,BOS-UDRE-56003,Security Sistem,Kamera CCTV,78666,2024-02-24,Kerusakan fatal tidak ekonomis diperbaiki,78260000
52875,DIN-AMXM-52875,Civil,"Dinding Partisi, GRC / Gypsum",51204,2025-02-24,Usia pakai habis,54420000
28270,DIN-1ZLZ-28270,Civil,Dinding Tembok/Mansonry,60630,2025-02-24,Sudah obsolete,49940000
11732,DAI-5CVY-11732,Mechanical,AC Cassette,55026,2021-03-24,Kerusakan fatal tidak ekonomis diperbaiki,33240000
49479,HIK-IHGQ-49479,Security Sistem,DVR CCTV,98747,2022-03-24,Kontrak maintenance habis,48350000
48481,PIN-0NHT-48481,Arsitektur,Pintu Kaca Hidrolik,76858,2023-03-24,Upgrade kapasitas,86100000
983,FLO-HRYI-0983,Plumbing,Floor Drain,50890,2024-03-24,Efisiensi energi,55710000
11849,APA-JZNL-11849,Sistem Pemadam Kebakaran,APAR Dry Powder Stored Pressure,68123,2025-03-24,Usia pakai habis,13820000
31842,DIN-I6Q7-31842,Civil,Dinding Tembok/Mansonry,86202,2025-03-24,Efisiensi energi,29360000
13013,OND-FSMU-13013,Plumbing,Kran Air,52690,2025-03-24,Sudah obsolete,39780000
31305,MEJ-EZIV-31305,Arsitektur,Meja kerja,53130,2022-04-24,Efisiensi energi,30680000
54108,AXI-H7YG-54108,Security Sistem,Kamera CCTV,74055,2023-04-24,Usia pakai habis,75660000
1122,HIK-442S-1122,Security Sistem,Kamera CCTV,98840,2024-04-24,Upgrade kapasitas,38470000
37255,EBA-XEA6-37255,Mechanical,Pompa Transfer,84975,2025-04-24,Kontrak maintenance habis,7000000
27773,URI-O0MK-27773,Plumbing,Urinal,84608,2024-05-24,Sudah obsolete,32930000
30770,HIK-PE0H-30770,Security Sistem,Kamera CCTV,86964,2024-05-24,Efisiensi energi,71510000
6393,LG-XRMS-6393,Mechanical,AC Split,96878,2025-05-24,Kontrak maintenance habis,62820000
41084,JET-GITH-41084,Plumbing,Jet Shower,90596,2025-05-24,Efisiensi energi,50200000
4794,LG-O9ST-4794,Mechanical,AC Split,59147,2022-06-24,Kontrak maintenance habis,65960000
59848,LAN-EDWV-59848,Civil,Lantai Karpet,62466,2023-06-24,Sudah obsolete,59630000
57797,WI--Y07G-57797,Sistem Telekomunikasi Gedung,WI-FI,93843,2023-06-24,Upgrade kapasitas,35170000
11523,SHA-8SQY-11523,Mechanical,AC Split,78130,2024-06-24,Standar keamanan baru,73790000
17937,KDK-9BOR-17937,Ventilasi Sistem,Exhaust Fan,79547,2025-06-24,Standar keamanan baru,52880000
50480,ATA-7JPL-50480,Civil,Atap Spandek,88036,2025-06-24,Kontrak maintenance habis,24400000
29666,KRI-VSSM-29666,Ventilasi Sistem,Exhaust Fan,53852,2018-07-24,Standar keamanan baru,91350000
18671,PEM-ECH2-18671,Plumbing,Pemipaan Air Bersih,73063,2023-07-24,Usia pakai habis,20220000
58126,BOS-TSGM-58126,Security Sistem,Kamera CCTV,58400,2023-07-24,Standar keamanan baru,17350000
6207,AUT-HXLS-6207,Electrical,Automatic Transfer Switch (ATS Panel),79639,2024-07-24,Usia pakai habis,47000000
23615,HIK-BP5S-23615,Security Sistem,Kamera CCTV,54050,2024-07-24,Tidak ada spare part,77530000
19231,PEM-VWCM-19231,Plumbing,Pemipaan Air Kotor,55803,2025-07-24,Sudah obsolete,69170000
51264,SAM-F77K-51264,Mechanical,AC Split,59540,2025-07-24,Tidak ada spare part,65910000
56132,LG-EZZI-56132,Mechanical,AC Split,54965,2021-08-24,Standar keamanan baru,77770000
53286,MEJ-YZLR-53286,Arsitektur,Meja kerja,72330,2023-08-24,Upgrade kapasitas,29540000
35593,WIR-MTGR-35593,Electrical,Wiring System (Sistem Instalasi Kabel),52337,2024-08-24,Usia pakai habis,6770000
5711,KDK-M10C-5711,Ventilasi Sistem,Exhaust Fan,70123,2025-08-24,Upgrade kapasitas,78320000
56652,PLA-BFUS-56652,Arsitektur,Plafon Gypsum / GRC,62563,2025-08-24,Efisiensi energi,81140000
22478,DEU-XPQA-22478,Mechanical,Genset Diesel,71503,2023-09-24,Upgrade kapasitas,61440000
33036,PLA-IL5S-33036,Arsitektur,Plafon Gypsum / GRC,80600,2024-09-24,Standar keamanan baru,54250000
29826,DIN-50X4-29826,Civil,Dinding Kaca Tempered,55169,2024-09-24,Usia pakai habis,61740000
44643,LAM-SAHT-44643,Electrical,Lampu LED Downlight,64673,2024-09-24,Standar keamanan baru,95450000
16261,MIT-0L6G-16261,Mechanical,AC Split,91757,2024-09-24,Kontrak maintenance habis,54430000
1985,DAH-BWBX-1985,Security Sistem,Kamera CCTV,94610,2025-09-24,Upgrade kapasitas,61720000
58930,PUS-E7ZZ-58930,Security Sistem,Push Button,67943,2021-10-24,Efisiensi energi,64370000
835,LG-ZEBU-0835,Mechanical,AC Split,97205,2023-10-24,Kontrak maintenance habis,92050000
8928,LAM-D1G1-8928,Electrical,Lampu Downlight,80589,2025-10-24,Efisiensi energi,2880000
33230,KUR-U8GN-33230,Arsitektur,Kursi,71410,2025-10-24,Tidak ada spare part,26130000
53078,ROL-4QSL-53078,Arsitektur,Rolling Door,56417,2025-10-24,Efisiensi energi,98850000
38382,KDK-0H8X-38382,Ventilasi Sistem,Exhaust Fan,60743,2025-10-24,Tidak ada spare part,20740000
19697,GRE-JXFJ-19697,Mechanical,AC Split,50864,2023-11-24,Tidak ada spare part,82600000
46829,DIN-S0PW-46829,Civil,Dinding Tembok/Mansonry,79243,2024-11-24,Tidak ada spare part,62620000
59954,PLA-NPDV-59954,Arsitektur,Plafon Gypsum / GRC,60956,2024-11-24,Kontrak maintenance habis,54350000
5303,PAN-62RR-5303,Mechanical,AC Split,89952,2025-11-24,Kontrak maintenance habis,91850000
39304,HIK-TGXX-39304,Security Sistem,Kamera CCTV,71106,2020-12-24,Upgrade kapasitas,33560000
45553,HYD-SQVD-45553,Sistem Pemadam Kebakaran,Hydrant Box ,53008,2021-12-24,Kontrak maintenance habis,45750000
41184,CON-1S19-41184,Electrical,Control Panel AC,70728,2022-12-24,Usia pakai habis,94760000
41817,UNI-NUU5-41817,Electrical,Uninterruptible Power Supply,95167,2024-12-24,Standar keamanan baru,18480000
24515,FCU-4EUE-24515,Mechanical,FCU,60172,2024-12-24,Kontrak maintenance habis,21070000
49770,PES-W6EE-49770,Sistem Telekomunikasi Gedung,Pesawat Telepon,85509,2025-12-24,Sudah obsolete,77510000
23296,MIT-04TU-23296,Mechanical,AC Split,59807,2025-12-24,Efisiensi energi,27370000
28713,SAM-QJ1X-28713,Mechanical,AC Split,90194,2025-12-24,Tidak ada spare part,71400000
47921,PUS-07SS-47921,Security Sistem,Push Button,67998,2023-01-25,Kerusakan fatal tidak ekonomis diperbaiki,13160000
39178,AXI-V3NJ-39178,Security Sistem,Kamera CCTV,57666,2024-01-25,Tidak ada spare part,61610000
821,SAM-KRBW-0821,Mechanical,AC Split,81489,2024-01-25,Standar keamanan baru,81140000
12516,SPE-7U6O-12516,Sistem Telekomunikasi Gedung,Speaker,62345,2025-01-25,Usia pakai habis,96030000
27963,GRE-OTOB-27963,Mechanical,AC Split,94895,2025-01-25,Standar keamanan baru,16210000
2285,LAN-ONMC-2285,Civil,Lantai Keramik,54990,2025-01-25,Standar keamanan baru,71050000
45238,MET-WHDY-45238,Pencatatan Meter,Meter PLN,98925,2024-02-25,Usia pakai habis,28730000
19529,SWI-R30T-19529,Sistem Telekomunikasi Gedung,Switch Hub,70529,2025-02-25,Upgrade kapasitas,54420000
51894,WAS-29BM-51894,Plumbing,Kran Air,60043,2023-03-25,Tidak ada spare part,94140000
31971,PES-G9NG-31971,Sistem Telekomunikasi Gedung,Pesawat Telepon,73180,2024-03-25,Upgrade kapasitas,78780000
11538,MIT-XGVI-11538,Mechanical,AC Split,55567,2024-03-25,Tidak ada spare part,45160000
50595,PIN-J0CY-50595,Arsitektur,Pintu Kayu/HPL,86437,2025-03-25,Sudah obsolete,81590000
42020,GRE-TAD2-42020,Mechanical,AC Split,65263,2023-04-25,Kontrak maintenance habis,22990000
11342,AXI-YYPC-11342,Security Sistem,Kamera CCTV,70262,2023-04-25,Kontrak maintenance habis,77350000
779,MIT-QFGA-0779,Mechanical,AC Split,61937,2024-04-25,Usia pakai habis,98660000
44367,ROL-E73M-44367,Arsitektur,Rolling Door,89649,2025-04-25,Tidak ada spare part,68630000
2628,MIT-XN8D-2628,Mechanical,AC Split,65572,2025-04-25,Upgrade kapasitas,9940000
31118,APA-WBVI-31118,Sistem Pemadam Kebakaran,APAR Dry Powder Stored Pressure,78967,2025-04-25,Tidak ada spare part,55540000
22936,APA-0G52-22936,Sistem Pemadam Kebakaran,APAB Dry Powder,92131,2025-04-25,Standar keamanan baru,30260000
49704,MEJ-2Y5H-49704,Arsitektur,Meja kerja,95587,2020-05-25,Efisiensi energi,19220000
12668,PAN-MOVG-12668,Mechanical,AC Split,65238,2021-05-25,Upgrade kapasitas,52940000
21485,APA-681V-21485,Sistem Pemadam Kebakaran,APAR Dry Powder Stored Pressure,77983,2022-05-25,Sudah obsolete,59600000
21491,APA-379T-21491,Sistem Pemadam Kebakaran,APAR Dry Powder Stored Pressure,55774,2024-05-25,Kerusakan fatal tidak ekonomis diperbaiki,13300000
54991,DIN-EZN7-54991,Civil,"Dinding Partisi, GRC / Gypsum",53014,2024-06-25,Usia pakai habis,30130000
57988,DIN-A1GE-57988,Civil,Dinding Batu Alam,73640,2024-06-25,Standar keamanan baru,27450000
356,DAI-4YFD-0356,Mechanical,AC Split,61938,2025-06-25,Sudah obsolete,41750000
40243,STR-Z75Z-40243,Civil,Struktur Bangunan Beton,78913,2025-06-25,Efisiensi energi,54560000
50442,AME-7X4O-50442,Plumbing,Wastafel,66538,2024-07-25,Upgrade kapasitas,18310000
40201,LAM-Q1UV-40201,Electrical,Lampu LED Bulb,51761,2024-07-25,Kontrak maintenance habis,7520000
39621,PAN-LQLV-39621,Mechanical,AC Split,69064,2024-07-25,Tidak ada spare part,95550000
31487,BEL-GMWQ-31487,Sistem Proteksi Kebakaran Aktif,Bell Alarm,92295,2025-07-25,Sudah obsolete,93170000
27703,LG-PG7M-27703,Security Sistem,Monitor CCTV,96977,2025-07-25,Upgrade kapasitas,51980000
33162,BOS-6DSL-33162,Security Sistem,Kamera CCTV,86808,2025-07-25,Efisiensi energi,14810000
1472,PAN-IEST-1472,Electrical,Panel UPS,82415,2019-08-25,Usia pakai habis,53790000
37418,DAH-RRF5-37418,Security Sistem,Kamera CCTV,86847,2021-08-25,Usia pakai habis,43880000
29918,PIN-URQZ-29918,Arsitektur,Pintu Kaca Hidrolik,81481,2023-08-25,Standar keamanan baru,92260000
19681,PAB-UCDG-19681,Sistem Telekomunikasi Gedung,PABX,77240,2023-08-25,Efisiensi energi,92310000
50392,MET-DH1X-50392,Pencatatan Meter,Meter Provider,69253,2024-08-25,Kerusakan fatal tidak ekonomis diperbaiki,21900000
48345,SAM-K5IJ-48345,Mechanical,AC Split,82281,2024-08-25,Usia pakai habis,12700000
34888,SAM-VFT0-34888,Mechanical,AC Split,56459,2020-09-25,Kerusakan fatal tidak ekonomis diperbaiki,76330000
47153,LAN-Q1NG-47153,Civil,Lantai Granit,98426,2021-09-25,Tidak ada spare part,58940000
59204,WAS-QT4E-59204,Plumbing,Kran Air,58813,2023-09-25,Sudah obsolete,93950000
61087,PES-DT9S-61087,Sistem Telekomunikasi Gedung,Pesawat Telepon,78309,2023-09-25,Kontrak maintenance habis,52870000
33883,LG-A5T7-33883,Mechanical,AC Split,68723,2024-09-25,Efisiensi energi,40800000
37202,APA-DOCJ-37202,Sistem Pemadam Kebakaran,APAB Dry Powder,87893,2024-09-25,Usia pakai habis,6510000
60331,AC -FVT3-60331,Mechanical,AC VRV,85117,2024-09-25,Sudah obsolete,29870000
42365,SAM-CCYQ-42365,Mechanical,AC Split,53164,2024-09-25,Kerusakan fatal tidak ekonomis diperbaiki,17670000
45742,PEM-ITOW-45742,Plumbing,Pemipaan Air Bersih,71308,2025-09-25,Usia pakai habis,29080000
1021,PAN-A68T-1021,Mechanical,AC Cassette,70127,2025-09-25,Kontrak maintenance habis,42070000
59018,LAM-CD9F-59018,Electrical,Lampu LED Downlight,94896,2025-09-25,Kerusakan fatal tidak ekonomis diperbaiki,78850000
53066,MIT-KD08-53066,Mechanical,AC Split,96605,2025-09-25,Efisiensi energi,63500000
31174,APA-12G9-31174,Sistem Pemadam Kebakaran,APAR CO2,69331,2025-09-25,Efisiensi energi,98520000
19300,LG-7TOY-19300,Mechanical,AC Cassette,68692,2025-09-25,Tidak ada spare part,4920000
6688,AXI-ZDR5-6688,Security Sistem,Kamera CCTV,87925,2021-10-25,Upgrade kapasitas,87490000
39086,PIN-PKNQ-39086,Arsitektur,Pintu Besi,71436,2021-10-25,Tidak ada spare part,15430000
31562,SAM-DBNM-31562,Mechanical,AC Split,73237,2024-10-25,Usia pakai habis,63420000
51088,MIT-11H9-51088,Mechanical,AC Split,98673,2024-10-25,Efisiensi energi,39790000
31248,KRI-3TZ8-31248,Ventilasi Sistem,Exhaust Fan,52613,2024-10-25,Usia pakai habis,31220000
6358,PRO-QKXP-6358,Sistem Telekomunikasi Gedung,Proyektor,67550,2024-10-25,Kontrak maintenance habis,60300000
31047,SHA-FLS5-31047,Mechanical,AC Split,76979,2025-10-25,Tidak ada spare part,17260000
11498,ATA-1FZG-11498,Civil,Atap Genteng,76882,2025-10-25,Kontrak maintenance habis,94920000
42956,OND-4BSN-42956,Plumbing,Kran Air,64099,2024-11-25,Efisiensi energi,89500000
31300,MIT-KCHA-31300,Mechanical,AC Split,65770,2024-11-25,Sudah obsolete,16870000
13572,LG-7LKE-13572,Mechanical,AC Standing,74844,2022-12-25,Kontrak maintenance habis,45270000
54867,HIK-9UEA-54867,Security Sistem,DVR CCTV,55619,2022-12-25,Upgrade kapasitas,13140000
51065,HIK-1H3A-51065,Security Sistem,Kamera CCTV,99833,2022-12-25,Upgrade kapasitas,85830000
47808,HYD-BNKE-47808,Sistem Pemadam Kebakaran,Hydrant Pillar,64228,2022-12-25,Standar keamanan baru,6090000
47574,PES-A0Y1-47574,Sistem Telekomunikasi Gedung,Pesawat Telepon,70027,2023-12-25,Standar keamanan baru,99810000
49322,PAM-LGDP-49322,Distribusi Air,PAM,93482,2024-12-25,Efisiensi energi,81200000
16864,LAM-YEZY-16864,Electrical,Lampu Downlight,70817,2024-12-25,Upgrade kapasitas,30990000
26086,AME-1BEA-26086,Plumbing,Wastafel,98767,2024-12-25,Standar keamanan baru,47420000
21834,DAI-1CDD-21834,Mechanical,AC Split,60162,2025-12-25,Upgrade kapasitas,95910000
60366,PRO-BL65-60366,Sistem Telekomunikasi Gedung,Proyektor,77908,2025-12-25,Kontrak maintenance habis,60310000
51608,PUS-TPAN-51608,Security Sistem,Push Button,63783,2022-01-26,Upgrade kapasitas,59210000
6505,DIE-6KGL-6505,Sistem Pemadam Kebakaran,Diesel Fire Pump,61456,2023-01-26,Standar keamanan baru,28310000
50209,DIN-ACV5-50209,Civil,"Dinding Partisi, GRC / Gypsum",94247,2023-01-26,Usia pakai habis,47820000
9404,KRI-W6X2-9404,Ventilasi Sistem,Exhaust Fan,90930,2024-01-26,Efisiensi energi,31950000
56697,APA-GCFU-56697,Sistem Pemadam Kebakaran,APAR Dry Powder Cartridge,95934,2025-01-26,Tidak ada spare part,78220000
35726,MCF-42FQ-35726,Sistem Proteksi Kebakaran Aktif,MCFA,73883,2025-01-26,Sudah obsolete,87200000
30638,MIT-R8IF-30638,Mechanical,AC Split,65670,2025-01-26,Efisiensi energi,49080000
37822,INA-J0QQ-37822,Plumbing,Wastafel,52944,2019-02-26,Kontrak maintenance habis,5080000
20552,DAH-81ZN-20552,Security Sistem,Kamera CCTV,77123,2021-02-26,Sudah obsolete,66650000
48892,SHA-9SZC-48892,Mechanical,AC Split,62966,2024-02-26,Kerusakan fatal tidak ekonomis diperbaiki,89120000
28297,DIN-H0VI-28297,Civil,"Dinding Partisi, GRC / Gypsum",97155,2024-02-26,Kerusakan fatal tidak ekonomis diperbaiki,62190000
42667,JET-5XO0-42667,Plumbing,Jet Shower,96880,2024-02-26,Sudah obsolete,55110000
11360,DAI-N8VI-11360,Mechanical,AC Split,99156,2024-02-26,Tidak ada spare part,87520000
34180,PAB-LORL-34180,Sistem Telekomunikasi Gedung,PABX,55549,2025-02-26,Kerusakan fatal tidak ekonomis diperbaiki,24510000
19716,APA-SMP9-19716,Sistem Pemadam Kebakaran,APAR Dry Powder Stored Pressure,53908,2022-03-26,Sudah obsolete,10100000
31050,GRE-98GG-31050,Mechanical,AC Split,59818,2024-03-26,Standar keamanan baru,80120000
38626,DAH-1JEV-38626,Security Sistem,Kamera CCTV,89827,2024-03-26,Efisiensi energi,94430000
45781,KLO-AFHR-45781,Plumbing,Kloset,54985,2024-03-26,Kerusakan fatal tidak ekonomis diperbaiki,88900000
12067,CON-5FFV-12067,Electrical,Control Panel AC,99602,2024-03-26,Kontrak maintenance habis,89360000
47552,KUR-9Y4D-47552,Arsitektur,Kursi,94125,2024-03-26,Kerusakan fatal tidak ekonomis diperbaiki,19370000
43041,LAM-RXB3-43041,Electrical,Lampu TL,54704,2025-03-26,Sudah obsolete,64830000
21578,CON-UFRV-21578,Electrical,Control Panel Pompa Transfer,99593,2020-04-26,Sudah obsolete,99040000
31745,LAN-318F-31745,Civil,Lantai Karpet,92005,2022-04-26,Kerusakan fatal tidak ekonomis diperbaiki,33400000
48402,APA-B1LQ-48402,Sistem Pemadam Kebakaran,APAR Dry Powder Cartridge,92633,2024-04-26,Upgrade kapasitas,4930000
28099,FCU-P4YK-28099,Mechanical,FCU,90078,2024-04-26,Standar keamanan baru,86690000
57250,DIN-L26Y-57250,Civil,"Dinding Partisi, GRC / Gypsum",61893,2019-05-26,Standar keamanan baru,44100000
28801,PLA-77HT-28801,Arsitektur,Plafon Gypsum / GRC,71913,2023-05-26,Standar keamanan baru,14100000
30615,LAM-6A42-30615,Electrical,Lampu Pylon Sign,60898,2024-05-26,Tidak ada spare part,33080000
42436,HIK-SI4S-42436,Security Sistem,Kamera CCTV,69353,2024-05-26,Efisiensi energi,60660000
17666,PES-CN62-17666,Sistem Telekomunikasi Gedung,Pesawat Telepon,84213,2024-05-26,Kerusakan fatal tidak ekonomis diperbaiki,34270000
43596,LAM-TPD1-43596,Electrical,Lampu Wall sign,67669,2025-05-26,Standar keamanan baru,52920000
1506,LAM-05H3-1506,Electrical,Lampu LED,69972,2023-06-26,Kontrak maintenance habis,43650000
33267,PAB-QMW6-33267,Sistem Telekomunikasi Gedung,PABX,95544,2024-06-26,Standar keamanan baru,43330000
53344,LAN-K3ET-53344,Civil,Lantai Keramik,65877,2024-07-26,Tidak ada spare part,84290000
16717,KLO-TQ61-16717,Plumbing,Kloset,83736,2024-07-26,Standar keamanan baru,71560000
52879,DIN-ASFJ-52879,Civil,"Dinding Partisi, GRC / Gypsum",68809,2025-07-26,Sudah obsolete,19130000
28087,FCU-GKV8-28087,Mechanical,FCU,84703,2025-07-26,Sudah obsolete,33160000
2975,LG-XPGB-2975,Mechanical,AC Cassette,52962,2019-08-26,Kerusakan fatal tidak ekonomis diperbaiki,87330000
54974,LAM-MKVM-54974,Electrical,Lampu Neon Sign,73119,2022-08-26,Efisiensi energi,35960000
7692,NOT-JC1O-7692,Sistem Proteksi Kebakaran Aktif,Smoke Detector,64585,2023-08-26,Kerusakan fatal tidak ekonomis diperbaiki,9030000
28234,KRI-WAD4-28234,Ventilasi Sistem,Exhaust Fan,73610,2025-08-26,Standar keamanan baru,74620000
56689,KUR-H5RF-56689,Arsitektur,Kursi,60422,2021-09-26,Kontrak maintenance habis,54930000
43442,MDP-JUXJ-43442,Electrical,MDP,65879,2024-09-26,Tidak ada spare part,78610000
16995,DAH-H5F3-16995,Security Sistem,DVR CCTV,63624,2024-09-26,Sudah obsolete,26000000
28451,UNI-GZO0-28451,Electrical,Uninterruptible Power Supply,95035,2025-09-26,Tidak ada spare part,99190000
59294,DAH-QIX1-59294,Security Sistem,Kamera CCTV,83500,2025-09-26,Upgrade kapasitas,49250000
17622,PAB-IQ15-17622,Sistem Telekomunikasi Gedung,PABX,85574,2025-09-26,Sudah obsolete,82470000
34474,KLO-RG5L-34474,Plumbing,Kloset,64272,2024-10-26,Kerusakan fatal tidak ekonomis diperbaiki,44320000
23400,LAN-GWKJ-23400,Sistem Telekomunikasi Gedung,LAN (Local Area Network),69332,2024-10-26,Kontrak maintenance habis,50420000
735,APA-IVTQ-0735,Sistem Pemadam Kebakaran,APAR Dry Powder Stored Pressure,58676,2025-10-26,Standar keamanan baru,45300000
38944,PLA-3R8O-38944,Arsitektur,Plafon Gypsum / GRC,55327,2023-11-26,Sudah obsolete,76390000
47475,DIN-GQXQ-47475,Civil,Dinding beton ekspos,85559,2023-11-26,Standar keamanan baru,56000000
4384,PES-IJVT-4384,Sistem Telekomunikasi Gedung,Pesawat Telepon,90708,2023-11-26,Sudah obsolete,66870000
54793,KUR-XLZZ-54793,Arsitektur,Kursi,90037,2024-11-26,Kontrak maintenance habis,37250000
11809,AUT-8GGI-11809,Electrical,Automatic Transfer Switch (ATS Panel),92940,2022-12-26,Kontrak maintenance habis,31340000
21160,APA-1VA2-21160,Sistem Pemadam Kebakaran,APAR Dry Powder Cartridge,61120,2022-12-26,Efisiensi energi,87080000
5771,LAM-279I-5771,Electrical,Lampu Pylon Sign,54818,2024-12-26,Standar keamanan baru,87350000
48761,KDK-JW5A-48761,Ventilasi Sistem,Exhaust Fan,93542,2024-12-26,Efisiensi energi,76650000
30007,SHA-M4ZJ-30007,Mechanical,AC Split,67906,2024-12-26,Kontrak maintenance habis,47260000
42868,PIN-21PB-42868,Arsitektur,Pintu Kayu/HPL,72047,2024-12-26,Upgrade kapasitas,19420000
20453,APA-KBEG-20453,Sistem Pemadam Kebakaran,APAR Dry Powder Cartridge,92467,2025-12-26,Kerusakan fatal tidak ekonomis diperbaiki,92680000
16587,LG-GC3T-16587,Mechanical,AC Split,58440,2025-12-26,Standar keamanan baru,93470000
47852,DIN-WHMF-47852,Civil,Dinding Tembok/Mansonry,76306,2025-12-26,Kontrak maintenance habis,17960000
16220,LG-SQP1-16220,Mechanical,AC Split,55597,2025-01-27,Efisiensi energi,30770000
36371,LAM-BACM-36371,Electrical,Lampu Downlight,58142,2025-01-27,Sudah obsolete,9470000
6585,DIN-5WAA-6585,Civil,Dinding Tembok/Mansonry,83466,2019-02-27,Kontrak maintenance habis,10730000
21018,LAM-BKDK-21018,Electrical,Lampu LED,97289,2021-02-27,Upgrade kapasitas,18090000
5990,MCF-4OIN-5990,Sistem Proteksi Kebakaran Aktif,MCFA,69908,2022-02-27,Usia pakai habis,12220000
36998,SHA-SRJW-36998,Mechanical,AC Split,65728,2023-02-27,Efisiensi energi,85850000
69,SHA-J3R3-0069,Mechanical,AC Portable,89293,2023-02-27,Kontrak maintenance habis,41300000
26492,JET-RE2Q-26492,Plumbing,Jet Shower,63689,2024-02-27,Usia pakai habis,74490000
57399,LAM-XAO7-57399,Electrical,Lampu TL LED,90535,2024-02-27,Standar keamanan baru,31470000
48395,LAM-K767-48395,Electrical,Lampu LED,75631,2024-02-27,Efisiensi energi,63920000
24981,LAM-NYUJ-24981,Electrical,Lampu Downlight,52686,2025-02-27,Upgrade kapasitas,96760000
33126,KUR-8JZB-33126,Arsitektur,Kursi,63040,2025-02-27,Standar keamanan baru,9920000
49989,NOH-JNHZ-49989,Sistem Proteksi Kebakaran Aktif,Smoke Detector,56298,2020-03-27,Sudah obsolete,53110000
28539,LAM-4F2C-28539,Electrical,Lampu Downlight,74466,2021-03-27,Usia pakai habis,2300000
26512,PAN-7PWE-26512,Mechanical,AC Split,90471,2022-03-27,Kontrak maintenance habis,99780000
41802,JET-G6GG-41802,Plumbing,Jet Shower,57774,2022-03-27,Efisiensi energi,45020000
29560,SAM-H0BY-29560,Mechanical,AC Split,89317,2023-03-27,Tidak ada spare part,55060000
39330,KLO-K17T-39330,Plumbing,Kloset,63237,2023-03-27,Kerusakan fatal tidak ekonomis diperbaiki,43040000
33079,LAM-89VX-33079,Electrical,Lampu TL,94436,2023-03-27,Sudah obsolete,8680000
49834,HON-ZFZQ-49834,Security Sistem,DVR CCTV,72241,2024-03-27,Kerusakan fatal tidak ekonomis diperbaiki,81150000
20945,FLO-1B3W-20945,Plumbing,Floor Drain,99486,2025-03-27,Kerusakan fatal tidak ekonomis diperbaiki,51950000
8960,LAM-2R7B-8960,Electrical,Lampu Downlight,77627,2025-03-27,Tidak ada spare part,6720000
28875,LAM-U1CK-28875,Electrical,Lampu LED,56783,2025-03-27,Efisiensi energi,10820000
